"Document ChEMBL ID";"Journal";"Source ID";"Source Description";"Title";"PubMed ID";"DOI";"Patent ID";"Authors";"Year";"Volume";"Issue";"First Page";"Last Page";"Document Type";"Abstract";"Compounds";"Targets";"Activities";"ChEMBL Release";"ChEMBL Release Creation Date"
"CHEMBL4513156";"";"40";"CO-ADD Antimicrobial Screening";"CO-ADD screening of NCPRI (Romania) compounds";"";"10.6019/CHEMBL4513156";"";"Johannes Zuegg, Alysha Elliott, Maite Amado, Emma Cowie, Ali Hinton, Geraldine Kaeslin, Angela Kavanagh, Anne Kunert, Gabriell Lowe, Soumya Ramu, Janet Reid, Robin Trauer, Mathilde Desselle, Ruth Neale, Karl Hansford, Mark Blascovich, Matthew Cooper";"";"";"";"";"";"DATASET";"This data set was generated by screening NCPRI compounds in the CO-ADD assays. CO-ADD, The Community for Open Antimicrobial Drug Discovery, is a global open-access screening initiative launched in February 2015 to uncover significant and rich chemical diversity held outside of corporate screening collections. CO-ADD provides unencumbered free antimicrobial screening for any interested academic researcher.  CO-ADD has been recognised as a novel approach in the fight against superbugs by the Wellcome Trust, who have provided funding through their Strategic Awards initiative (for more information on CO-ADD see: Helping Chemists Discover New Antibiotics (2015) Mark A. Blaskovich, Johannes Zuegg, Alysha G. Elliott, Matthew A. Cooper, DOI:10.1021/acsinfecdis.5b00044).";"37";"7";"259";"CHEMBL_28";"2021-01-15"
"CHEMBL4513152";"";"40";"CO-ADD Antimicrobial Screening";"CO-ADD screening of Yantai University (China) compounds";"";"10.6019/CHEMBL4513152";"";"Johannes Zuegg, Alysha Elliott, Maite Amado, Emma Cowie, Ali Hinton, Geraldine Kaeslin, Angela Kavanagh, Anne Kunert, Gabriell Lowe, Soumya Ramu, Janet Reid, Robin Trauer, Mathilde Desselle, Ruth Neale, Karl Hansford, Mark Blascovich, Matthew Cooper";"";"";"";"";"";"DATASET";"This data set was generated by screening Yantai University compounds in the CO-ADD assays. CO-ADD, The Community for Open Antimicrobial Drug Discovery, is a global open-access screening initiative launched in February 2015 to uncover significant and rich chemical diversity held outside of corporate screening collections. CO-ADD provides unencumbered free antimicrobial screening for any interested academic researcher.  CO-ADD has been recognised as a novel approach in the fight against superbugs by the Wellcome Trust, who have provided funding through their Strategic Awards initiative (for more information on CO-ADD see: Helping Chemists Discover New Antibiotics (2015) Mark A. Blaskovich, Johannes Zuegg, Alysha G. Elliott, Matthew A. Cooper, DOI:10.1021/acsinfecdis.5b00044).";"27";"9";"205";"CHEMBL_28";"2021-01-15"
"CHEMBL4507307";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe T3-CLK";"";"10.6019/CHEMBL4507307";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: T3-CLK was donated by Takeda. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/T3-CLK. Control: T3-CLK-N. References: 1. Funnell, Tyler, Shinya Tasaki, Arusha Oloumi, Shinsuke Araki, Esther Kong, Damian Yap, Yusuke Nakayama, Christopher S Hughes, S W Grace Cheng, Hirokazu Tozaki, Misa Iwatani, Satoshi Sasaki, Tomohiro Ohashi, Tohru Miyazaki, Nao Morishita, Daisuke Morishita, Mari Ogasawara-Shimizu, Momoko Ohori, Shoichi Nakao, Masatoshi Karashima, Masaya Sano, Aiko Murai, Toshiyuki Nomura, Noriko Uchiyama, Tomohiro Kawamoto, Ryujiro Hara, Osamu Nakanishi, Karey Shumansky, Jamie Rosner, Adrian Wan, Steven McKinney, Gregg B Morin, Atsushi Nakanishi, Sohrab Shah, Hiroyoshi Toyoshiba, and Samuel Aparicio. 2017. ‘CLK-Dependent Exon Recognition and Conjoined Gene Formation Revealed with a Novel Small Molecule Inhibitor’. Nature Communications 8(1):7. PMID: 28232751 (Compound T3). 2. Walter, Anne, Apirat Chaikuad, Renate Helmer, Nadège Loaëc, Lutz Preu, Ingo Ott, Stefan Knapp, Laurent Meijer, and Conrad Kunick. 2018. ‘Molecular Structures of Cdc2-like Kinases in Complex with a New Inhibitor Chemotype’. PloS One 13(5):e0196761. PMID: 29723265 (Sec. paper, T3).";"2";"117";"310";"CHEMBL_28";"2021-01-15"
"CHEMBL5058646";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe CCT369260";"";"10.6019/CHEMBL5058646";"";"SGC Frankfurt";"2022";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: CCT369260 was donated by ICR. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/CCT369260. Control: CCT393732. References: 1. Bellenie, Benjamin R., Kwai-Ming J. Cheung, Ana Varela, Olivier A. Pierrat, Gavin W. Collie, Gary M. Box, Michael D. Bright, Sharon Gowan, Angela Hayes, Matthew J. Rodrigues, Kartika N. Shetty, Michael Carter, Owen A. Davis, Alan T. Henley, Paolo Innocenti, Louise D. Johnson, Manjuan Liu, Selby de Klerk, Yann-Vaï Le Bihan, Matthew G. Lloyd, P. Craig McAndrew, Erald Shehu, Rachel Talbot, Hannah L. Woodward, Rosemary Burke, Vladimir Kirkin, Rob L. M. van Montfort, Florence I. Raynaud, Olivia W. Rossanese, and Swen Hoelder. 2020. ‘Achieving In Vivo Target Depletion through the Discovery and Optimization of Benzimidazolone BCL6 Degraders’. Journal of Medicinal Chemistry 63(8):4047–68. PMID: 32275432 (Compound 1).";"2";"169";"367";"CHEMBL_32";"2023-01-26"
"CHEMBL5058644";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe JNJ-39758979";"";"10.6019/CHEMBL5058644";"";"SGC Frankfurt";"2022";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: JNJ-39758979 was donated by Janssen. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/JNJ-39758979. Control: JNJ-39668551. References: 1. Savall, Brad M., Frank Chavez, Kevin Tays, Paul J. Dunford, Jeffery M. Cowden, Michael D. Hack, Ronald L. Wolin, Robin L. Thurmond, and James P. Edwards. 2014. ‘Discovery and SAR of 6-Alkyl-2,4-Diaminopyrimidines as Histamine H₄ Receptor Antagonists’. Journal of Medicinal Chemistry 57(6):2429–39. PMID: 24495018 (Compound 5). 2. Thurmond, Robin L., Bin Chen, Paul J. Dunford, Andrew J. Greenspan, Lars Karlsson, David La, Peter Ward, and Xie L. Xu. 2014. ‘Clinical and Preclinical Characterization of the Histamine H(4) Receptor Antagonist JNJ-39758979’. The Journal of Pharmacology and Experimental Therapeutics 349(2):176–84. PMID: 24549371.";"2";"106";"125";"CHEMBL_32";"2023-01-26"
"CHEMBL5724696";"";"55";"EUbOPEN Chemogenomic Library";"Autophagy assay results for EUbOPEN Chemogenomics Library";"";"10.6019/CHEMBL5724696";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"Selective autophagy of the endoplasmic reticulum (ER), known as ER-phagy, is an important regulator of ER remodeling and essential to maintain cellular homeostasis during environmental changes. We recently showed that members of the FAM134 family play a critical role during stress-induced ER-phagy. However, the mechanisms on how they are activated remain largely unknown. In this study, we analyze phosphorylation of FAM134 as a trigger of FAM134-driven ER-phagy upon mTOR (mechanistic target of rapamycin) inhibition. An unbiased screen of kinase inhibitors reveals CK2 to be essential for FAM134Band FAM134C-driven ER-phagy after mTOR inhibition. Furthermore, we provide evidence that ER-phagy receptors are regulated by ubiquitination events and that treatment with E1 inhibitor suppresses Torin1-induced ER-phagy flux. Using super-resolution microscopy, we show that CK2 activity is essential for the formation of high-density FAM134B and FAM134C clusters. In addition, dense clustering of FAM134B and FAM134C requires phosphorylationdependent ubiquitination of FAM134B and FAM134C. Treatment with the CK2 inhibitor SGC-CK2-1 or mutation of FAM134B and FAM134C phosphosites prevents ubiquitination of FAM134 proteins, formation of high-density clusters, as well as Torin1-induced ER-phagy flux. Therefore, we propose that CK2-dependent phosphorylation of ER-phagy receptors precedes ubiquitindependent activation of ER-phagy flux.";"243";"2";"3860";"CHEMBL_36";"2025-07-28"
"CHEMBL4507294";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe MSD-CYP11B2";"";"10.6019/CHEMBL4507294";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: MSD-CYP11B2 was donated by MSD. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MSD-CYP11B2. Control: MSD-CYP11B2 Negative control. References: 1. Hoyt, Scott B, Min K Park, Clare London, Yusheng Xiong, Jim Tata, D Jonathan Bennett, Andrew Cooke, Jiaqiang Cai, Emma Carswell, John Robinson, John MacLean, Lindsay Brown, Simone Belshaw, Thomas R Clarkson, Kun Liu, Gui-Bai Liang, Mary Struthers, Doris Cully, Tom Wisniewski, Ning Ren, Charlene Bopp, Andrea Sok, Tian-Quan Cai, Sloan Stribling, Lee-Yuh Pai, Xiuying Ma, Joe Metzger, Andreas Verras, Daniel McMasters, Qing Chen, Elaine Tung, Wei Tang, Gino Salituro, Nicole Buist, Jeff Kuethe, Nelo Rivera, Joe Clemas, Gaochao Zhou, Jack Gibson, Carrie Ann Maxwell, Mike Lassman, Theresa McLaughlin, Jose Castro-Perez, Daphne Szeto, Gail Forrest, Richard Hajdu, Mark Rosenbach, and Amjad Ali. 2015. ‘Discovery of Benzimidazole CYP11B2 Inhibitors with in Vivo Activity in Rhesus Monkeys’. ACS Medicinal Chemistry Letters 6(5):573–78. PMID: 26005536 (Compound 32).";"2";"457";"1116";"CHEMBL_28";"2021-01-15"
"CHEMBL5209582";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based assay for SLC6A6 using HEK-293 SLC6A6 OE cells";"";"10.5281/zenodo.7360560";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FLIPR(R) membrane potential dye measures changes of charges across the cell membrane, upon activation of SLC6A6. The assay allows the detection of ion channel and transporter modulation by increasing or decreasing the fluorescent signal as cellular membrane potential changes. When cells are depolarized dye enters the cells, causing an increase in fluorescent signal, conversely, cells hyperpolarization results in dye exit and decreased fluorescence. SLC6A6 mediates Taurine uptake in human cells, it is an electrogenic transporter with the stoichiometry 2 Na+:1 Cl-:1 Taurine. As a high-affinity and low-specificity transporter, it has the capability to transport hypotaurine, beta-alanine and g-aminobutyrate (GABA), apart from taurine.";"2";"1";"2";"CHEMBL_33";"2023-05-31"
"CHEMBL4630903";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-2540";"";"10.6019/CHEMBL4630903";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-2540 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-2540. Control: BI-2439. References: 1. Wang, Xiao-jun, Li Zhang, Xiufeng Sun, Heewon Lee, Dhileepkumar Krishnamurthy, Jeff A. O’Meara, Serge Landry, Christiane Yoakim, Bruno Simoneau, Nathan K. Yee, and Chris H. Senanayake. 2012. ‘Practical Synthesis of A Benzophenone-Based NNRT Inhibitor of HIV-1’. Organic Process Research & Development 16(4):561–66. DOI: 10.1021/op200301h (Synthesis).";"2";"45";"53";"CHEMBL_29";"2021-07-01"
"CHEMBL2448809";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"UCSF DeRisi Lab MMV Box Apicoplast Screening";"";"10.6019/CHEMBL2448809";"";"UCSF DeRisi Lab";"";"";"";"";"";"DATASET";"Work in the DeRisi lab has recently established that the only essential apicoplast metabolic function during asexual blood phase growth is isoprenoid synthesis (Yeh and DeRisi, PLoS Biol. 2011). Cultures supplemented with the sole essential metabolic output of this pathway, isopentenyl pyrophosphate (IPP), are completely resistant to antibiotic treatment and moreover, they continue to grow and propagate indefinitely even though these parasites are devoid of the apicoplast genome and organelle (apicoplast(-)). Thus, rescue with IPP provides an unique opportunity to determine whether the specific action of anti-malarial compound is targeted at the apicoplast. The DeRisi lab screened the MMV Malaria Box set of 400 anti-malarial compounds using the W2 strain in a 72 hr growth assay monitored by flow cytometry both in the presence and absence of supplemental IPP. Here, we report the raw screening data for growth in both conditions when treated with 5uM of each Malaria Box compound.";"400";"1";"400";"CHEMBL_18";"2014-03-12"
"CHEMBL3301451";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV Malaria Box gametocyte functional viability assay screening.";"";"10.6019/CHEMBL3301451";"";"Imperial-Medicines for Malaria Venture Centre of Excellence, Imperial College, London.";"";"";"";"";"";"DATASET";"";"400";"2";"1255";"CHEMBL_20";"2015-01-14"
"CHEMBL5661955";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - In vitro cytotoxicity";"";"10.6019/CHEMBL5661955";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes cytotoxicity data.";"323";"1";"1067";"CHEMBL_36";"2025-07-28"
"CHEMBL4630901";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BAY-6672";"";"10.6019/CHEMBL4630901";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BAY-6672 was donated by Bayer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-6672. Control: BAY-403. References: 1. Beck, Hartmut, Tobias Thaler, Daniel Meibom, Mark Meininghaus, Hannah Jörißen, Lisa Dietz, Carsten Terjung, Michaela Bairlein, Clemens-Jeremias von Bühler, Sonja Anlauf, Chantal Fürstner, Timo Stellfeld, Dirk Schneider, Kersten M. Gericke, Thomas Buyck, Kai Lovis, Uwe Münster, Johanna Anlahr, Elisabeth Kersten, Guillaume Levilain, Virginia Marossek, and Raimund Kast. 2020. ‘Potent and Selective Human Prostaglandin F (FP) Receptor Antagonist (BAY-6672) for the Treatment of Idiopathic Pulmonary Fibrosis (IPF)’. Journal of Medicinal Chemistry 63(20):11639–62. doi: 10.1021/acs.jmedchem.0c00834. PMID: 32969660.";"2";"79";"208";"CHEMBL_29";"2021-07-01"
"CHEMBL4507325";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BAY-069";"";"10.6019/CHEMBL4507325";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BAY-069 was donated by Bayer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-069. Control: BAY-771. References: 1. Günther, Judith, Roman C. Hillig, Katja Zimmermann, Stefan Kaulfuss, Clara Lemos, Duy Nguyen, Hartmut Rehwinkel, Matthew Habgood, Christian Lechner, Roland Neuhaus, Ursula Ganzer, Mark Drewes, Jijie Chai, and Léa Bouché. 2022. ‘BAY-069, a Novel (Trifluoromethyl)Pyrimidinedione-Based BCAT1/2 Inhibitor and Chemical Probe’. Journal of Medicinal Chemistry 65(21):14366–90. PMID: 36261130 (Compound 36 a).";"2";"73";"116";"CHEMBL_28";"2021-01-15"
"CHEMBL2363022";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"Malaria Box Schistosomiasis Screening Data";"";"10.6019/CHEMBL2363022";"";"Conor Caffrey and Brian Suzuki; Center for Discovery and Innovation in Parasitic Diseases, Dept. of Pathology, University of California San Francisco (www.cdipd.org).";"";"";"";"";"";"DATASET";"The MMV compounds were tested against both newly transformed schistosomula (somules) and adult worms of Schistosoma mansoni in 96- and 24-well formats, respectively. The authors can be contacted directly for further information.";"400";"1";"1443";"CHEMBL_17";"2013-08-29"
"CHEMBL3137547";"";"23";"Open Source Malaria Screening";"Open Source Malaria Deposition 2. http://malaria.ourexperiment.org";"";"10.6019/CHEMBL3137547";"";"";"";"";"";"";"";"DATASET";"";"118";"1";"118";"CHEMBL_19";"2014-07-03"
"CHEMBL3137381";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV Box Onchocerca lienalis screening set";"";"10.6019/CHEMBL3137381";"";"Northwick Park";"";"";"";"";"";"DATASET";"";"399";"1";"1596";"CHEMBL_19";"2014-07-03"
"CHEMBL5608141";"";"55";"EUbOPEN Chemogenomic Library";"Identification of compartment-specific drug  sensitivities in CRC organoid-stroma co-cultures";"";"10.6019/CHEMBL5608141";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"This study examines drug sensitivities within colorectal cancer (CRC) organoid-stroma co-cultures using a dual luciferase assay. Distinct vulnerabilities in CRC organoids and cancer-associated fibroblasts (CAFs) are identified by screening a chemogenomic library, revealing both shared and unique patient-specific responses. Results show that dual reporter co-cultures can be used to screen pharmacological libraries to identify drugs that selectively affect tumor cells or CAFs providing a proof-of-principle for translation of the chemogenomic libraries.";"368";"1";"2226";"CHEMBL_36";"2025-07-28"
"CHEMBL2448688";"";"14";"Drugs for Neglected Diseases Initiative (DNDi)";"Selection and optimization of hits from a high-throughput phenotypic screen against Trypanosoma cruzi. Exported from HEOS 25-Oct-2013. See also related datasets CHEMBL3137440 and CHEMBL3137386.";"";"10.6019/CHEMBL2448688";"";"Martine Keenan, Paul W. Alexander, Jason H Chaplin, Michael J Abbott, Hugo Diao, Zhisen Wang, Wayne M Best, Catherine J Perez, Scott MJ Cornwall, Sarah K Keatley, RC Andrew Thompson, Susan A Charman, Karen L White, Eileen Ryan, Gong Chen, Jean-Robert Ioset, Thomas W von Geldern, Eric Chatelain";"";"";"";"";"";"DATASET";"Inhibitors of Trypanosoma cruzi with novel mechanisms of action are urgently required to diversify the current clinical and preclinical pipelines. Increasing the number and diversity of hits available for assessment at the beginning of the discovery process will help to achieve this aim. Results: We report the evaluation of multiple hits generated from a high-throughput screen to identify inhibitors of T. cruzi and from these studies the discovery of two novel series currently in lead optimization. Lead compounds from these series potently and selectively inhibit growth of T. cruzi in vitro and the most advanced compound is orally active in a subchronic mouse model of T. cruzi infection. Conclusion: High-throughput screening of novel compound collections has an important role to play in diversifying the trypanosomatid drug discovery portfolio. A new T. cruzi inhibitor series with good drug-like properties and promising in vivo efficacy has been identified through this process.";"67";"14";"1056";"CHEMBL_18";"2014-03-12"
"CHEMBL4507308";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe TP-008";"";"10.6019/CHEMBL4507308";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: TP-008 was donated by Takeda. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/TP-008. Control: Al11. References: 1. Wang, Haixia, J David Lawson, Nick Scorah, Ruhi Kamran, Mark S Hixon, Joy Atienza, Douglas R Dougan, and Mark Sabat. 2016. ‘Design, Synthesis and Optimization of Novel Alk5 (Activin-like Kinase 5) Inhibitors’. Bioorganic & Medicinal Chemistry Letters 26(17):4334–39. PMID: 27460209 (Compound 18). 2. Hanke, Thomas, Jong Fu Wong, Benedict-Tilman Berger, Ismahan Abdi, Lena Marie Berger, Roberta Tesch, Claudia Tredup, Alex N. Bullock, Susanne Müller, and Stefan Knapp. 2020. ‘A Highly Selective Chemical Probe for Activin Receptor-like Kinases ALK4 and ALK5’. ACS Chemical Biology. PMID: 32176847.";"2";"51";"128";"CHEMBL_28";"2021-01-15"
"CHEMBL4507289";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe GSM1";"";"10.6019/CHEMBL4507289";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: GSM1 was donated by MSD. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSM1. Control: GSM-NC. References: 1. Methot, Joey L., Christian Fischer, Chaomin Li, Alexey Rivkin, Sean P. Ahearn, William Colby Brown, Sam Kattar, Elizabeth Kelley, Dawn M. Mampreian, Adam Schell, Andrew Rosenau, Hua Zhou, Richard Ball, Sujal V. Deshmukh, Valentina V. Jeliazkova-Mecheva, Damaris Diaz, Lily Y. Moy, Candia M. Kenific, Chris Moxham, Sanjiv Shah, Hugh Nuthall, Alexander A. Szewczak, Armetta Hill, Bethany Hughes, Nadya Smotrov, Benito Munoz, Thomas A. Miller, and Mark S. Shearman. 2015. Potent Benzoazepinone gamma-Secretase Modulators with Improved Bioavailability. Bioorganic & Medicinal Chemistry Letters 25(17):3495–3500. PMID: 26142947 (Compound 3).";"2";"441";"1070";"CHEMBL_28";"2021-01-15"
"CHEMBL4507302";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe TP-020";"";"10.6019/CHEMBL4507302";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: TP-020 was donated by Takeda. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/TP-020. Control: TP-020n. References: 1. Sato, Kenjiro, Hiroki Takahagi, Osamu Kubo, Kousuke Hidaka, Takeshi Yoshikawa, Masahiro Kamaura, Masanori Nakakariya, Nobuyuki Amano, Ryutaro Adachi, Toshiyuki Maki, Kazumi Take, Shiro Takekawa, Tomoyuki Kitazaki, and Tsuyoshi Maekawa. 2015. ‘Optimization of a Novel Series of N-Phenylindoline-5-Sulfonamide-Based Acyl CoA:Monoacylglycerol Acyltransferase-2 Inhibitors: Mitigation of CYP3A4 Time-Dependent Inhibition and Phototoxic Liabilities’. Bioorganic & Medicinal Chemistry 23(15):4544–60. PMID: 26100443 (Compound 27c). 2. Take, Kazumi, Taisuke Mochida, Toshiyuki Maki, Yoshinori Satomi, Megumi Hirayama, Masanori Nakakariya, Nobuyuki Amano, Ryutaro Adachi, Kenjiro Sato, Tomoyuki Kitazaki, and Shiro Takekawa. 2016. ‘Pharmacological Inhibition of Monoacylglycerol O-Acyltransferase 2 Improves Hyperlipidemia, Obesity, and Diabetes by Change in Intestinal Fat Utilization’. PloS One 11(3):e0150976. PMID: 26938273 (compA).";"2";"445";"1053";"CHEMBL_28";"2021-01-15"
"CHEMBL4808148";"";"59";"Fraunhofer Institute HDAC6 screening";"HDAC6 screening dataset using tau-based substrate in an enzymatic assay yields selective inhibitors and activators";"";"10.6019/CHEMBL4808148";"";"Bernhard Ellinger, Justus Dick, Vanessa Lage-Rupprecht, Bruce Schultz, Andrea Zaliani, Marcin Namysl, Stephan Gebel, Ole Pless, Jeanette Reinshagen, Christian Ebeling, Alexander Esser, Marc Jacobs, Carsten Claussen, and Martin Hofmann-Apitius";"2021";"";"";"";"";"DATASET";"Histone deacetylase 6 (HDAC6) and HDAC10 are unique among the other HDACs as they consist of two catalytically active domains instead of one. Only in case of HDAC6 both domains are active resulting in a number of unique deacetylase reactions. HDAC6 can regulate the microtubule network and plays a role in the degradation of misfolded and aggregated proteins, making it a relevant target for respective disease indications. We therefore developed a substrate (Boc-Ile-Asp-(Dimethyl)Lys-(Ac)Lys-aminoluciferin) based on a critical acetylation site of misfolded human MAPT/Tau, a hallmark of Alzheimer disease. This substrate was used to screen a 5632 compound containing repurposing library at 10 �M in a coupled luminescence based assay. The assay was miniaturised to 10 �L per enzymatic reaction. For comparison, a generic HDAC substrate (BOC-Gly-(Ac)Lys-aminoluciferin) was used to screen the same library. Both substrates rely on a cascade of enzymatic reactions. First, HDAC6 deacetylates the substrate followed by cleavage of aminoluciferin from the peptide by porcine trypsin and conversion of the aminoluciferin by Firefly luciferase. Compounds with an activity of at least 75% inhibition for the MAPT/Tau-based substrate were confirmed in triplicates at the screening concentration of 10 �M. Confirmed hits, where analysed in eight or 15 point dose response curves, depending on their activity. The data presented here include both primary data sets with 5632 compounds each as well as 249 values from hit confirmation screening against the MAPT/Tau-based substrate and 151 IC50 values from the confirmed hits.";"5600";"1";"11680";"CHEMBL_31";"2022-07-12"
