"Document ChEMBL ID";"Journal";"Source ID";"Source Description";"Title";"PubMed ID";"DOI";"Patent ID";"Authors";"Year";"Volume";"Issue";"First Page";"Last Page";"Document Type";"Abstract";"Compounds";"Targets";"Activities";"ChEMBL Release";"ChEMBL Release Creation Date"
"CHEMBL3301461";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV Malaria Box thermal shift screening.";"";"10.6019/CHEMBL3301461";"";"Hui Lab, SGC, University of Toronto, Canada.";"";"";"";"";"";"DATASET";"";"34";"1";"34";"CHEMBL_20";"2015-01-14"
"CHEMBL3301550";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV Mararia Box screening against P. falciparum asexual stage parasites under hypoxia and bicarbonate modified culture conditions.";"";"10.6019/CHEMBL3301550";"";"Poulsen, S-A., Andrews, K.T., Tonissen, K.F., Nawaratna, S., Eskitis Institute for Drug Discovery, Griffith University, Australia.";"";"";"";"";"";"DATASET";"Currently, continuous in vitro culture of P. falciparum asexual-stage parasites is carried out using well-established conditions with little variation from lab-to-lab. In this project we have investigated two physiologically relevant alterations to standard P. falciparum asexual in vitro growth conditions. Specifically we have modified P. falciparum in vitro culture by altering bicarbonate concentration [HCO3-] and oxygen level [O2] and compared the IC50 of MMV Malaria Box Plate A compounds under these altered conditions to IC50s obtained under standard culture conditions.";"64";"1";"236";"CHEMBL_20";"2015-01-14"
"CHEMBL5209568";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based assay for SLC5A11 using HEK-293 SLC5A11 OE cells";"";"10.5281/zenodo.7360579";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FLIPR(R) membrane potential dye measures changes of charges across the cell membrane, upon activation of SLC5A11. The assay allows the detection of ion channel and transporter modulation by increasing or decreasing the fluorescent signal as cellular membrane potential changes. When cells are depolarized dye enters the cells, causing an increase in fluorescent signal, conversely, cells hyperpolarization results in dye exit and decreased fluorescence. SLC5A11 has been identified as a Na+-coupled Myo-Inositol transporter that mediates an electrogenic transport (2 Na+, 1 Myo-inositol), eligible to be studied using the membrane potential dye.";"1";"1";"1";"CHEMBL_33";"2023-05-31"
"CHEMBL3832761";"";"34";"Medicines for Malaria Venture (MMV) Pathogen Box";"MMV Pathogen Box Bioactivity Data";"";"10.6019/CHEMBL3832761";"";"Nathan group, Weill Cornell Medical College; Barry Lab, NIAID NIH; Winzeler lab, UCSD; Laboratory of Microbiology, Parasitology and Hygiene (LMPH), Univ. of Antwerp; London School of Hygiene and Tropical Medicine; Parasite Chemotherapy Unit at Swiss Tropical and Public Health Institute; Huston group at the University of Vermont; Castellanos group at UTMB, Galveston, Texas; Sakanari Lab, Univ. of Calif. San Francisco; Townson (Simon) Lab, Imperial College London; Fidelis Cho-Ngwa Lab, University of Buea, Buea, Cameroon; Laboratory of Molecular Parasitology at the New York Blood Center; Bickle Lab, London School of Hygiene and Tropical Medicine; Keiser Lab, Swiss Tropical and Public Health Institute; Caffrey group at the Center for Discovery and Innovation in Parasitic Diseases, Skaggs School of Pharmacy and Pharmaceutical Sciences, UC San Diego; University of Cape Town; Shanmugam group at CSIR-National Chemical Laboratory, Pune (India); Novartis Institute for Tropical Disease-Singapore; Abbvie";"";"";"";"";"";"DATASET";"The Pathogen Box contains 400 diverse, drug-like molecules active against neglected diseases of interest. This dataset contains biological activity confirmation data performed in the following disease areas: Tuberculosis, Malaria, Chagas disease, Leishmaniasis, Human African Trypanosomiasis, Cryptosporidiosis, Lymphatic Filariasis, Onchocerciasis, Schistosomiasis, Dengue, Chikungunya, Toxoplasmosis. For more information about the pathogen box, visit: https://www.pathogenbox.org";"374";"27";"3857";"CHEMBL_23";"2017-05-01"
"CHEMBL3832881";"";"40";"CO-ADD Antimicrobial Screening";"CO-ADD antimicrobial screening data of OSM samples";"";"10.6019/CHEMBL3832881";"";"Johannes Zuegg, Alysha Elliott, Maite Amado, Emma Cowie, Ali Hinton, Geraldine Kaeslin, Angela Kavanagh, Anne Kunert, Gabriell Lowe, Soumya Ramu, Janet Reid, Robin Trauer, Mathilde Desselle, Ruth Neale, Karl Hansford, Mark Blascovich, Matthew Cooper, Alice Williamson, Matthew Todd";"";"";"";"";"";"DATASET";"CO-ADD, The Community for Open Antimicrobial Drug Discovery, is a global open-access screening initiative launched in February 2015 to uncover significant and rich chemical diversity held outside of corporate screening collections. CO-ADD provides unencumbered free antimicrobial screening for any interested academic researcher.  CO-ADD has been recognised as a novel approach in the fight against superbugs by the Wellcome Trust, who have provided funding through their Strategic Awards initiative. Open Source Malaria (OSM) is aimed at finding new medicines for malaria using open source drug discovery, where all data and ideas are freely shared, there are no barriers to participation, and no restriction by patents.";"20";"8";"180";"CHEMBL_23";"2017-05-01"
"CHEMBL5209583";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"pH biosensor based assay for SLC9B2 using HEK-293 SLC9B2 OE cells";"";"10.5281/zenodo.7360521";"";"Francesca Sassone; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"pHluorins are pH-sensitive genetically encoded fluorescent sensors, that allow measurement of intracellular pH in living cells. In particular, pH-Axxam-Sensor (pHAxensor) is a chimera between a pH-insensitive Red fluorescent protein (RFP) and a pHluorin, pH-sensitive Green fluorescent protein (GFP). At acidic pH, pHluorin is quenched, whereas at physiological pH, pHluorin fluorescence increases. SLC9B2 belongs to the Cation/Proton Antiporter (CPA) superfamily, and it couples inward transport of protons to mediate sodium efflux from the cells. Activation of SLC9B2 leads to pH changes that can be detected by the pH biosensor.";"1";"1";"1";"CHEMBL_33";"2023-05-31"
"CHEMBL4507327";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe TP-030-1";"";"10.6019/CHEMBL4507327";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: TP-030-1 was donated by Takeda. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/TP-030-1. Control: TP-030n. References: 1. Yoshikawa, Masato, Morihisa Saitoh, Taisuke Katoh, Tomohiro Seki, Simone V. Bigi, Yuji Shimizu, Tsuyoshi Ishii, Takuro Okai, Masako Kuno, Harumi Hattori, Etsuro Watanabe, Kumar S. Saikatendu, Hua Zou, Masanori Nakakariya, Takayuki Tatamiya, Yoshihisa Nakada, and Takatoshi Yogo. 2018. Discovery of 7-Oxo-2,4,5,7-Tetrahydro-6 H-Pyrazolo[3,4- c]Pyridine Derivatives as Potent, Orally Available, and Brain-Penetrating Receptor Interacting Protein 1 (RIP1) Kinase Inhibitors: Analysis of Structure-Kinetic Relationships. Journal of Medicinal Chemistry 61(6):2384–2409. PMID: 29485864 (Compound 14).";"2";"415";"816";"CHEMBL_28";"2021-01-15"
"CHEMBL4800723";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-1942";"";"10.6019/CHEMBL4800723";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-1942 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-1942. Control: No control. References: not published";"1";"99";"132";"CHEMBL_30";"2022-02-22"
"CHEMBL1857833";"";"14";"Drugs for Neglected Diseases Initiative (DNDi)";"Screening and optimization of specific chemical series against human African Trypanosomiasis (HAT)";"";"10.6019/CHEMBL1857833";"";"SCYNEXIS Inc. as part of the HAT Lead Optimisation consortium";"";"";"";"";"";"DATASET";"The majority of the 4926 compounds released in this dataset from DNDi were identified by screening of combinatorial libraries of two structural classes, 2-aryl-5-aminomethyloxazoles and N-substituted pyridylamidoximes, prepared by SCYNEXIS, Inc. for in vitro activity against Trypanosoma brucei. Based on activity observed in these screening activities, Hit-to-Lead and Lead Optimization programs were conducted opposite these two series and additional SAR was developed for in vitro anti-parasitic activity, physicochemical and in vitro ADME properties. Work in both series was suspended upon determination that the structural requirements for good in vitro anti-parasitic activity were inconsistent with structural requirements for good potential for in vivo activity. More specifically, in both series, compounds with good in vitro anti-parasitic activity tended to be lipophilic, metabolically unstable and of limited aqueous solubility. In addition to these two series, a number of small sets of compounds based on literature reports of in vitro parasitic activity are reported. For example, a series of pyrazolopyrimidines is described. These compounds were found to be poorly selective for in vitro anti-parasitic activity relative to cytotoxicity to mammalian cells, hence were not further pursued. ";"4912";"10";"7301";"CHEMBL_13";"2012-02-21"
"CHEMBL3430850";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV Malaria Box gametocyte standard membrane feeding assay screening.";"";"10.6019/CHEMBL3430850";"";"TropIQ Health Sciences";"";"";"";"";"";"DATASET";"TropIQ Health Sciences SMFA (Standard Membrane Feeding Assay) dataset. This dataset has been generated in the context of the ‘gametocyte assays for malaria’ effort initiated by the Bill & Melinda Gates Foundation. In this effort, five consortia each comprised of two to five laboratories have screened compounds against gametocytes, the transmission stages of the malaria parasite. TropIQ has subsequently evaluated 18 compounds selected by the consortia in mosquito feeding assays (SMFA), in order to evaluate their transmission-blocking effect and to provide validation data to malaria research community. The compounds are part of the MMV malaria box and were tested at six doses in duplicate.";"18";"1";"18";"CHEMBL_21";"2016-02-01"
"CHEMBL4507275";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-2545";"";"10.6019/CHEMBL4507275";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-2545 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-2545. Control: BI-3017. References: 1. Kuttruff, Christian A, Marco Ferrara, Tom Bretschneider, Stefan Hoerer, Sandra Handschuh, Bernd Nosse, Helmut Romig, Paul Nicklin, and Gerald J Roth. 2017. ‘Discovery of BI-2545: A Novel Autotaxin Inhibitor That Significantly Reduces LPA Levels in Vivo’. ACS Medicinal Chemistry Letters 8(12):1252–57. PMID: 29259743 .";"2";"464";"1095";"CHEMBL_28";"2021-01-15"
"CHEMBL4689842";"";"55";"EUbOPEN Chemogenomic Library";"EUbOPEN Chemogenomics Library wave 1";"";"10.6019/CHEMBL4689842";"";"";"2021";"";"";"";"";"DATASET";"";"569";"3";"234127";"CHEMBL_30";"2022-02-22"
"CHEMBL4303087";"";"52";"SARS-CoV-2 Screening Data";"Broad anti-coronaviral activity of FDA approved drugs against SARS-CoV-2 in vitro and SARS-CoV in vivo";"";"10.1101/2020.03.25.008482";"";"Stuart Weston, Christopher M. Coleman, Rob Haupt, James Logue, Krystal Matthews and Matthew B. Frieman";"2020";"";"";"";"";"DATASET";"SARS-CoV-2 emerged in China at the end of 2019 and has rapidly become a pandemic with roughly 2.7 million recorded COVID-19 cases and greater than 189,000 recorded deaths by April 23rd, 2020 (www.WHO.org). There are no FDA approved antivirals or vaccines for any coronavirus, including SARS-CoV-2. Current treatments for COVID-19 are limited to supportive therapies and off-label use of FDA approved drugs. Rapid development and human testing of potential antivirals is greatly needed. A quick way to test compounds with potential antiviral activity is through drug repurposing. Numerous drugs are already approved for human use and subsequently there is a good understanding of their safety profiles and potential side effects, making them easier to fast-track to clinical studies in COVID-19 patients. Here, we present data on the antiviral activity of 20 FDA approved drugs against SARS-CoV-2 that also inhibit SARS- CoV and MERS-CoV. We found that 17 of these inhibit SARS-CoV-2 at a range of IC50 values at non-cytotoxic concentrations. We directly follow up with seven of these to demonstrate all are capable of inhibiting infectious SARS-CoV-2 production. Moreover, we have evaluated two of these, chloroquine and chlorpromazine, in vivo using a mouse-adapted SARS-CoV model and found both drugs protect mice from clinical disease.";"19";"4";"142";"CHEMBL_27";"2020-05-18"
"CHEMBL3137386";"";"14";"Drugs for Neglected Diseases Initiative (DNDi)";"DNDi T. cruzi fenarimol series dataset from which preclinical candidate EPL-BS1246 was identified (see also related datasets CHEMBL2448688 and CHEMBL3137440)";"";"10.6019/CHEMBL3137386";"";"Martine Keenan, Paul W. Alexander, Jason H Chaplin, Michael J Abbott, Hugo Diao, Zhisen Wang, Wayne M Best, Catherine J Perez, Scott MJ Cornwall, Sarah K Keatley, RC Andrew Thompson, Susan A Charman, Karen L White, Eileen Ryan, Gong Chen, Jean-Robert Ioset, Thomas W von Geldern, Eric Chatelain";"";"";"";"";"";"DATASET";"Inhibitors of Trypanosoma cruzi with novel mechanisms of action are urgently required to diversify the current clinical and preclinical pipelines. Increasing the number and diversity of hits available for assessment at the beginning of the discovery process will help to achieve this aim. Results: We report the evaluation of multiple hits generated from a high-throughput screen to identify inhibitors of T. cruzi and from these studies the discovery of two novel series currently in lead optimization. Lead compounds from these series potently and selectively inhibit growth of T. cruzi in vitro and the most advanced compound is orally active in a subchronic mouse model of T. cruzi infection. Conclusion: High-throughput screening of novel compound collections has an important role to play in diversifying the trypanosomatid drug discovery portfolio. A new T. cruzi inhibitor series with good drug-like properties and promising in vivo efficacy has been identified through this process. This is the dataset from which preclinical candidate EPL-BS1246 was identified.";"21";"6";"407";"CHEMBL_19";"2014-07-03"
"CHEMBL2364262";"";"21";"Deposited Supplementary Bioactivity Data";"Structure-activity relationship data for chemical series of agonists of the motilin receptor  (Supplementary Bioactivity Data for publication CHEMBL1141008)";"";"10.6019/CHEMBL2364262";"";"Senger S, Chau CH, Wall ID, Brown SL, Johnson CN, MacDonald GJ, MacPherson DT, Mitchell DJ, Seal JT, Stanway SJ, Stemp G, Thompson M, Westaway SM";"";"";"";"";"";"DATASET";"Supplementary bioactivity data for the GlaxoSmithKline (GSK) publication Bioorg. Med. Chem. Lett. 2008, 18, 6423-6428 (ChEMBL Doc ID: CHEMBL1141008): pEC50 values for 71 compounds that have been tested in the Motilin human agonist FLIPR  assay (ChEMBL Assay ID: CHEMBL942680) described in reference 8  of the aforementioned publication (using CHO cells). All compounds have been tested at least four times and have been reported as being active in all test occasions. The standard deviation for all results is less than or equal to 0.5.";"71";"1";"71";"CHEMBL_17";"2013-08-29"
"CHEMBL5463721";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe WEB2086";"";"10.6019/CHEMBL5463721";"";"SGC Frankfurt";"2023";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: WEB2086 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/WEB2086. Control: WEB2387. References: 1. Casals-Stenzel, J., G. Muacevic, and K. H. Weber. 1987. ‘Pharmacological Actions of WEB 2086, a New Specific Antagonist of Platelet Activating Factor’. The Journal of Pharmacology and Experimental Therapeutics 241(3):974–81. PMID: 3598913. 2. Ukena, D., G. Dent, F. W. Birke, C. Robaut, G. W. Sybrecht, and P. J. Barnes. 1988. ‘Radioligand Binding of Antagonists of Platelet-Activating Factor to Intact Human Platelets’. FEBS Letters 228(2):285–89. PMID: 3342883. 3. Kato, Masatomo, Kenji Imoto, Hideki Miyake, Tomoko Oda, Suguru Miyaji, and Masatsugu Nakamura. 2004. ‘Apafant, a Potent Platelet-Activating Factor Antagonist, Blocks Eosinophil Activation and Is Effective in the Chronic Phase of Experimental Allergic Conjunctivitis in Guinea Pigs’. Journal of Pharmacological Sciences 95(4):435–42. PMID: 15286429.";"2";"43";"93";"CHEMBL_35";"2024-12-01"
"CHEMBL5463724";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe VZ185";"";"10.6019/CHEMBL5463724";"";"SGC Frankfurt";"2023";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: VZ185 was donated by Dundee University. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/VZ185. Control: cisVZ185. References: 1. Zoppi, Vittoria, Scott J. Hughes, Chiara Maniaci, Andrea Testa, Teresa Gmaschitz, Corinna Wieshofer, Manfred Koegl, Kristin M. Riching, Danette L. Daniels, Andrea Spallarossa, and Alessio Ciulli. 2019. ‘Iterative Design and Optimization of Initially Inactive Proteolysis Targeting Chimeras (PROTACs) Identify VZ185 as a Potent, Fast, and Selective von Hippel-Lindau (VHL) Based Dual Degrader Probe of BRD9 and BRD7’. Journal of Medicinal Chemistry 62(2):699–726. PMID: 30540463 (compound 51).";"1";"6";"13";"CHEMBL_35";"2024-12-01"
"CHEMBL3301464";"";"17";"Medicines for Malaria Venture (MMV) Malaria Box";"MMV Malaria Box anti-babesial screening.";"";"10.6019/CHEMBL3301464";"";"Igarashi Lab, National Research Center for Protozoan Diseases, Obihiro University of Agriculture and Veterinary Medicine, Obihiro, Japan";"";"";"";"";"";"DATASET";"";"360";"1";"1440";"CHEMBL_20";"2015-01-14"
"CHEMBL5303761";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-3231";"";"10.6019/CHEMBL5303761";"";"SGC Frankfurt";"2023";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-3231 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-3231. Control: BI-0955. References: 1. Thamm, Sven, Marina K. Willwacher, Gary E. Aspnes, Tom Bretschneider, Nicholas F. Brown, Silke Buschbom-Helmke, Thomas Fox, Emanuele M. Gargano, Daniel Grabowski, Christoph Hoenke, Damian Matera, Katja Mueck, Stefan Peters, Sophia Reindl, Doris Riether, Matthias Schmid, Christofer S. Tautermann, Aaron M. Teitelbaum, Cornelius Trünkle, Thomas Veser, Martin Winter, and Lars Wortmann. 2023. ‘Discovery of a Novel Potent and Selective HSD17B13 Inhibitor, BI-3231, a Well-Characterized Chemical Probe Available for Open Science’. Journal of Medicinal Chemistry 66(4):2832–50. PMID: 36727857 (Compound 45).";"2";"67";"269";"CHEMBL_34";"2024-03-28"
"CHEMBL5209801";"";"55";"EUbOPEN Chemogenomic Library";"GPCR results for EUbOPEN Chemogenomics Library 3";"";"10.6019/CHEMBL5209801";"";"EUbOPEN";"2023";"";"";"";"";"DATASET";"GPCR assay results for EUbOPEN Chemogenomics Library 3";"437";"13";"19970";"CHEMBL_33";"2023-05-31"
"CHEMBL5442687";"";"55";"EUbOPEN Chemogenomic Library";"EUbOPEN Chemogenomics Library - GPCR Dose-Respose";"";"10.6019/CHEMBL5442687";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"The assays are based on the PRESTO-Tango concept as described by Kroeze et al. [PMID: 25895059]. Briefly, GPCRs are transiently expressed in HTLA cells, a HEK293 cell line stably expressing a tTA-dependent luciferase reporter and a beta-arrestin2-TEV fusion gene, obtained from Bryan Roth (UNC). Tango plasmids for the selected receptors are available from AddGene. Upon activation of the GPCR by an agonist, beta-arrestin is recruited to the C-terminus of the receptor. This is followed by cleavage of the GPCR fusion protein at the TEV protease site. Cleavage results in the release of the tTA transcription factor, which, after transport to the nucleus, activates transcription of the luciferase reporter gene. Luciferase activity corresponding to receptor activation is then quantified using bioluminescence readout. The assays can be used for identifying agonist, antagonist, as well as allosteric modulators. Compounds are first screened at a single concentration (10 µM). In agonist screening mode, the efficacy of compounds relative to a reference agonist is measured and expressed as % of maximum effect. In antagonist screening mode, cells are exposed to screening compounds and then challenged with a reference agonist. Antagonists will block the effect of the reference agonist, while positive allosteric modulators will enhance the effect. Hits are defined as compounds exceeding a defined threshold (50%) of activation (agonists), or inhibition (antagonists), and then rerun in dose-response fashion (11 concentrations). Activities of agonists and positive allosteric modulators are quantified as EC50 values, whereas activities of antagonists are quantified as IC50 values.";"200";"21";"598";"CHEMBL_35";"2024-12-01"
"CHEMBL4507285";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe MRL-SYKi";"";"10.6019/CHEMBL4507285";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: MRL-SYKi was donated by MSD. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/MRL-SYKi. Control: MRL-SYKi-NC. References: not published";"2";"441";"1051";"CHEMBL_28";"2021-01-15"
"CHEMBL1862790";"";"14";"Drugs for Neglected Diseases Initiative (DNDi)";"Optimisation of fenarimol series for the treatment of Chagas disease";"";"10.6019/CHEMBL1862790";"";"DNDi lead Optimization consortium (Epichem, Murdoch University, CDCO)";"";"";"";"";"";"DATASET";"As part of a hit generation effort to discover new T. cruzi inhibitors, a diversity set of agrochemicals was screened in vitro in a whole cell parasite assay against a T. cruzi strain (Tulahuen) belonging to T. cruzi group VI (TcVI) [1] and transfected with the Lac-Z gene. [2] The plant fungicides fenarimol [DNDI1246778] and pyrifenox [DNDI1255613], used in the control of powdery mildew and fungus on fruits and vegetables, demonstrated good activity in the assay with IC50's of 350 nM and 290 nM, respectively. With simple aromatic components and modular synthesis, fenarimol was an ideal starting point for structure-activity-relationship (SAR) investigations aimed at improving activity against T. cruzi and developing compounds suitable for in vivo characterisation. ";"743";"2";"2344";"CHEMBL_13";"2012-02-21"
"CHEMBL4630905";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe GSK789";"";"10.6019/CHEMBL4630905";"";"SGC Frankfurt";"2021";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: GSK789 was donated by GlaxoSmithKline. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK789. Control: GSK791. References: 1. Watson, Robert J., Paul Bamborough, Heather Barnett, Chun-Wa Chung, Rob Davis, Laurie Gordon, Paola Grandi, Massimo Petretich, Alex Phillipou, Rab K. Prinjha, Inmaculada Rioja, Peter Soden, Thilo Werner, and Emmanuel H. Demont. 2020. ‘GSK789: A Selective Inhibitor of the First Bromodomains (BD1) of the Bromo and Extra Terminal Domain (BET) Proteins’. Journal of Medicinal Chemistry 63(17):9045–69. doi: 10.1021/acs.jmedchem.0c00614. PMID: 32691589. 2. Gilan, Omer, Inmaculada Rioja, Kathy Knezevic, Matthew J. Bell, Miriam M. Yeung, Nicola R. Harker, Enid Y. N. Lam, Chun-Wa Chung, Paul Bamborough, Massimo Petretich, Marjeta Urh, Stephen J. Atkinson, Anna K. Bassil, Emma J. Roberts, Dane Vassiliadis, Marian L. Burr, Alex G. S. Preston, Christopher Wellaway, Thilo Werner, James R. Gray, Anne-Marie Michon, Thomas Gobbetti, Vinod Kumar, Peter E. Soden, Andrea Haynes, Johanna Vappiani, David F. Tough, Simon Taylor, Sarah-Jane Dawson, Marcus Bantscheff, Matthew Lindon, Gerard Drewes, Emmanuel H. Demont, Danette L. Daniels, Paola Grandi, Rab K. Prinjha, and Mark A. Dawson. 2020. ‘Selective Targeting of BD1 and BD2 of the BET Proteins in Cancer and Immunoinflammation’. Science (New York, N.Y.) 368(6489):387–94. PMID: 32193360.";"2";"78";"169";"CHEMBL_29";"2021-07-01"
"CHEMBL5463728";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BAY-6096";"";"10.6019/CHEMBL5463728";"";"SGC Frankfurt";"2023";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BAY-6096 was donated by Bayer. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-6096. Control: BAY-726. References: 1. Meibom, Daniel, Jutta Meyer, Clemens-Jeremias von Buehler, Karl D. Collins, Stefanie Maassen, Kersten Matthias Gericke, Jörg Hüser, Joachim Mittendorf, Nuria Ortega Hernandez, Jens Schamberger, Jan Stampfuss, Alexander Straub, Afra Torge, Norbert Witowski, and Frank Wunder. 2023. ‘BAY-6096: A Potent, Selective, and Highly Water-Soluble Adrenergic α2B Antagonist’. Journal of Medicinal Chemistry 66(7):4659–70. PMID: 36932954 (Compound 24).";"2";"87";"274";"CHEMBL_35";"2024-12-01"
"CHEMBL5608109";"";"55";"EUbOPEN Chemogenomic Library";"Hepatotoxicity screening of Donated Chemical Probes";"";"10.6019/CHEMBL5608109";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"The study describes a patient-derived non-alcoholic steatohepatitis (NASH) model designed to mimic key disease features, including steatosis, inflammation, and fibrosis. The model is used to screen donated chemical probes for their effects on hepatocyte regeneration. The results revealed that 25 out of 108 probes significantly impacted hepatocyte proliferation, highlighting epigenetic plasticity as a critical factor. These findings suggest potential drug targets for NASH, especially in reducing steatosis.";"95";"1";"189";"CHEMBL_36";"2025-07-28"
"CHEMBL5604063";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - DENV-2 NS2B-NS3 protease fluorescence dose response";"";"10.6019/CHEMBL5604063";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes DENV-2 NS2B-NS3 protease fluorescence dose response data.";"2772";"1";"5147";"CHEMBL_36";"2025-07-28"
"CHEMBL5604066";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - DENV-4 NS2B-NS3 protease fluorescence dose response";"";"10.6019/CHEMBL5604066";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes DENV-4 NS2B-NS3 protease fluorescence dose response data.";"108";"1";"119";"CHEMBL_36";"2025-07-28"
"CHEMBL5209581";"";"58";"Research Empowerment on Solute Carriers (RESOLUTE)";"Membrane potential based assay for SLC6A5 using HEK-293 SLC6A5 OE cells";"";"10.5281/zenodo.7360571";"";"Sara Tremolada; Loredana Redaelli; Lia Scarabottolo";"2022";"";"";"";"";"DATASET";"FLIPR(R) membrane potential dye measures changes of charges across the cell membrane, upon activation of SLC6A5. The assay allows the detection of ion channel and transporter modulation by increasing or decreasing the fluorescent signal as cellular membrane potential changes. When cells are depolarized dye enters the cells, causing an increase in fluorescent signal, conversely, cells hyperpolarization results in dye exit and decreased fluorescence. SLC6A5 is a transporter protein of the SLC6 family of sodium- and chloride-dependent neurotransmitter transporters. It regulates synaptic glycine concentrations. Glycine transport by SLC6A5 is coupled to the electrochemical movement of three Na+, favoring the maintenance of a high glycine concentration gradient along the presynaptic membrane.";"1";"1";"1";"CHEMBL_33";"2023-05-31"
"CHEMBL5058643";"";"54";"SGC Frankfurt - Donated Chemical Probes";"Data for DCP probe BI-2081";"";"10.6019/CHEMBL5058643";"";"SGC Frankfurt";"2022";"";"";"";"";"DATASET";"SGC Frankfurt donated chemical probe project: BI-2081 was donated by Boehringer Ingelheim. Website: https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BI-2081. Control: BI-0340. References: not published";"2";"100";"329";"CHEMBL_32";"2023-01-26"
"CHEMBL5442685";"";"71";"AI-driven Structure-enabled Antiviral Platform (ASAP)";"ASAP - In vitro LogD";"";"10.6019/CHEMBL5442685";"";"ASAP Discovery Consortium";"2024";"";"";"";"";"DATASET";"According to the assay cascade defined by the AI-driven Structure-enabled Antiviral Platform (ASAP, https://asapdiscovery.org) which contains assays and progression criteria used by the drug discovery program, this dataset includes in vitro logD data.";"85";"1";"112";"CHEMBL_35";"2024-12-01"
"CHEMBL5724801";"";"55";"EUbOPEN Chemogenomic Library";"EUbOPEN Chemogenomics Library - Multiplex";"";"10.6019/CHEMBL5724801";"";"EUbOPEN";"2024";"";"";"";"";"DATASET";"Multiplex assay results for EUbOPEN Chemogenomics Library: The multiplex high-content screen is used to investigate the cytotoxicity of compounds in different cell lines such as HEK293T, U2OS, and MRC-9 cells. This assay, detects compound properties like precipitation or intrinsic fluorescence, cell viability as well as the effect on tubulin, mitochondria or membrane integrity by staining living cells with different fluorescent dyes. Different compound libraries containing of probes or chemogenomic compounds are tested over a kinetic measurement at 0h, 12h, 24h and 48h. Cell sub-populations are gated by a machine-learning-guided algorithm using the CellPathfinder Software (Yokogawa).";"211";"3";"197421";"CHEMBL_36";"2025-07-28"
